,id,title,tags
462,26271,Live Nude Girls,"a group of old friend at a hen night discuss their issues, uncertainties, fear and fantasies. comedi juliannalavin"
463,10612,The Englishman Who Went Up a Hill But Came Down a Mountain,"when an english cartograph arriv in wale to tell the resid of the welsh villag of ffynnon garw that their ""mountain"" is onli a hill, the offend commun set out to remedi the situation. the film is base on a stori heard by christoph monger from hi grandfath about the real villag of taff' well, in the old counti of glamorgan, and it neighbour garth hill. however, due to 20th centuri urbanis of the area, it wa film in the more rural llanrhaeadr-ym-mochn and llansilin area in powys. drama comedi romanc christophermong"
464,2259,The House of the Spirits,"a rancher, hi clairvoy wife and their famili face turbul year in south america. romanc drama billeaugust"
465,16097,House Party 3,"hip hop duo kid &amp; play return in the second follow-up to their 1990 screen debut hous party. kid (christoph ""kid"" reid) is take the plung and marri hi girlfriend veda (angela means), while hi friend play (christoph martin) is dip hi toe into the music business, manag a roughneck femal rap act call sex as a weapon. play book the ladi for a concert with heavy-hit pr comedi ericmeza"
466,11934,The Hudsucker Proxy,a naiv busi graduat is instal as presid of a manufactur compani as part of a stock scam. comedi drama joelcoen
467,106143,I'll Do Anything,"matt hobb is a talent but unsuccess actor. when estrang (and strange) ex-wif beth dump their daughter jeanni on matt, father and daughter have a lot of adjust to do. hi bud relationship with attract product assist cathi breslow is made complicated, while the precoci child is overli accustom to get her own way. matt eventu face the choic of famili vs career in a particularli difficult way. comedi drama jamesl.brook"
468,12475,In the Army Now,"bone conway and jack kaufman didn't realli know what they were in for when they enlist in the u.s. army; they just want to get a job and make some money. but these new recruit are so hapless, they run the risk of get kick out befor their militari career even begin. soon, though, they'r sent to the middl east to fight for their countri -- which they manag to do in their own wacki ways. comedi danielpetrie,jr."
469,9386,In the Line of Fire,"veteran secret servic agent frank horrigan is a man haunt by hi failur to save presid kennedi while serv protect detail in dallas. thirti year later, a man call himself ""booth"" threaten the life of the current president, forc horrigan to come back to protect detail to confront the ghost from hi past. action drama thriller crime mysteri wolfgangpetersen"
470,7984,In the Name of the Father,"a small time thief from belfast, gerri conlon, is fals implic in the ira bomb of a pub that kill sever peopl while he is in london. he and hi four friend are coerc by british polic into confess their guilt. gerry' father and other rel in london are also implic in the crime. he spend fifteen year in prison with hi father tri to prove hi innocence. drama jimsheridan"
471,59930,The Inkwell,the inkwel is about a 16-year-old boy come of age on martha' vineyard in the summer of 1976. comedi drama romanc mattyrich
472,15765,What's Love Got to Do with It,a film about the singer tina turner and how she rose to stardom with her abus husband ike turner and how she gain the courag to break free. drama music briangibson
473,31643,Jimmy Hollywood,"jimmi alto is an actor wannab who stumbl into the role of a lifetime. he becom a vigilant crime-fighter, aid by hi sidekick william, who ha suffer a head wound and ha problem with short-term memory. jimmy' vigilant alter ego soon becom a media wonder--but jimmi remain a total unknown and hi long-suff girl friend lorrain is get fed up with the whole situation. comedi barrylevinson"
474,6,Judgment Night,"while race to a box match, frank, mike, john and rey get more than they bargain for. a wrong turn land them directli in the path of fallon, a vicious, wise-crack drug lord. after accident wit fallon murder a disloy henchman, the four becom hi unwil prey in a savag game of cat &amp; mous as they are mercilessli stalk through the urban jungl in thi taut suspens drama action thriller crime stephenhopkin"
475,329,Jurassic Park,"a wealthi entrepreneur secretli creat a theme park featur live dinosaur drawn from prehistor dna. befor open day, he invit a team of expert and hi two eager grandchildren to experi the park and help calm anxiou investors. however, the park is anyth but amus as the secur system go off-lin and the dinosaur escape. adventur sciencefict stevenspielberg"
476,10909,Kalifornia,"a journalist duo go on a tour of serial killer murder site with two companions, unawar that one of them is a serial killer himself. thriller crime dominicsena"
477,507,Killing Zoe,"zed (eric stoltz) is an american vault-crack who travel to pari to meet up with hi old friend eric (jean-hugu anglade). eric and hi gang have plan to raid the onli bank in the citi which is open on bastil day. after offer hi services, zed soon find himself trap in a situat beyond hi control when heroin abuse, poor plan and a call-girl name zoe all conspir to turn the robberi into a veri bloodi siege. action crime drama thriller rogeravari"
478,34024,King of the Hill,"base on the depression-era bildungsroman memoir of writer a. e. hotchner, the film follow the stori of a boy struggl to surviv on hi own in a hotel in st. loui after hi mother is commit to a sanatorium with tuberculosis. hi father, a german immigr and travel salesman work for the hamilton watch company, is off on long trip from which the boy cannot be certain he will return. drama stevensoderbergh"
479,29918,Lassie,"an updat of the lassi legend star thoma guiri as a troubl citi kid whose famili retreat to the country, where he befriend the famou colli and chang for the better. conflict develop when a ruthless sheep rancher caus troubl for everyone. action adventur drama famili danielpetri"
480,9593,Last Action Hero,"danni is obsess with a fiction movi charact action hero jack slater. when a magic ticket transport him into jack' latest adventure, danni find himself in a world where movi magic and realiti collide. now it' up to danni to save the life of hi hero and new friend. adventur fantasi action comedi famili johnmctiernan"
481,42580,Life With Mikey,"michael chapman wa onc a child tv star. but when he grew up, he couldn't get work. so he and hi brother, ed start their own talent agenc that special in child acts. they can't seem to find the next big thing and they have to deal with anoth agenc who' not abov briberi to get the kid to sign with them. one day michael meet a girl name angi and she' a real spitfire. michael think she could be what they are look for. problem is that she ha a big chip on her shoulder. comedi famili jameslapin"
482,22317,Lightning Jack,"lightn jack kane is an australian outlaw in the wild west. dure a bungl bank robberi he pick up mute ben doyl as a hostage. the two becom good friends, with jack teach ben how to rob banks, while they plan jack' last heist. action comedi western simonwinc paulhogan gregcoot"
